text,source
on 1985-07-13 algeria played against zambia in the fifa world cup qualification in algiers algeria the final score was algeria 2 and zambia 0,match_result
on 1985-07-14 fiji played against tahiti in the friendly in suva fiji the final score was fiji 1 and tahiti 2,match_result
on 1985-07-14 ghana played against libya in the fifa world cup qualification in accra ghana the final score was ghana 0 and libya 0,match_result
on 1985-07-18 costa rica played against trinidad and tobago in the friendly in san jos costa rica the final score was costa rica 3 and trinidad and tobago 1,match_result
on 1985-07-20 tunisia played against nigeria in the fifa world cup qualification in tunis tunisia the final score was tunisia 2 and nigeria 0,match_result
on 1985-07-21 south korea played against indonesia in the fifa world cup qualification in seoul south korea the final score was south korea 2 and indonesia 0,match_result
on 1985-07-26 libya played against ghana in the fifa world cup qualification in bin ghashir libya the final score was libya 2 and ghana 0,match_result
on 1985-07-28 kenya played against uganda in the friendly in nairobi kenya the final score was kenya 0 and uganda 1,match_result
on 1985-07-28 morocco played against egypt in the fifa world cup qualification in casablanca morocco the final score was morocco 2 and egypt 0,match_result
on 1985-07-28 tunisia played against saudi arabia in the friendly in tunis tunisia the final score was tunisia 1 and saudi arabia 0,match_result
on 1985-07-28 zambia played against algeria in the fifa world cup qualification in lusaka zambia the final score was zambia 0 and algeria 1,match_result
on 1985-07-30 indonesia played against south korea in the fifa world cup qualification in jakarta indonesia the final score was indonesia 1 and south korea 4,match_result
on 1985-08-04 kenya played against algeria in the african cup of nations qualification in nairobi kenya the final score was kenya 0 and algeria 0,match_result
on 1985-08-06 thailand played against hong kong in the friendly in bangkok thailand the final score was thailand 1 and hong kong 2,match_result
on 1985-08-07 russia played against romania in the friendly in moscow soviet union the final score was russia 2 and romania 0,match_result
on 1985-08-10 nigeria played against zambia in the african cup of nations qualification in lagos nigeria the final score was nigeria 0 and zambia 0,match_result
on 1985-08-11 costa rica played against honduras in the concacaf championship in san jos costa rica the final score was costa rica 2 and honduras 2,match_result
on 1985-08-11 guinea played against mali in the friendly in conakry guinea the final score was guinea 1 and mali 1,match_result
on 1985-08-11 japan played against hong kong in the fifa world cup qualification in kobe japan the final score was japan 3 and hong kong 0,match_result
on 1985-08-12 indonesia played against thailand in the indonesia tournament in jakarta indonesia the final score was indonesia 1 and thailand 2,match_result
on 1985-08-13 algeria played against kenya in the african cup of nations qualification in algiers algeria the final score was algeria 3 and kenya 0,match_result
on 1985-08-14 norway played against german dr in the friendly in oslo norway the final score was norway 0 and german dr 1,match_result
on 1985-08-17 canada played against costa rica in the concacaf championship in toronto canada the final score was canada 1 and costa rica 1,match_result
on 1985-08-18 ivory coast played against ghana in the african cup of nations qualification in abidjan ivory coast the final score was ivory coast 2 and ghana 0,match_result
on 1985-08-18 zambia played against nigeria in the african cup of nations qualification in lusaka zambia the final score was zambia 1 and nigeria 0,match_result
on 1985-08-18 zimbabwe played against senegal in the african cup of nations qualification in harare zimbabwe the final score was zimbabwe 1 and senegal 0,match_result
on 1985-08-21 france played against uruguay in the conmeboluefa cup of champions in paris france the final score was france 2 and uruguay 0,match_result
on 1985-08-21 sweden played against poland in the friendly in malm sweden the final score was sweden 1 and poland 0,match_result
on 1985-08-23 libya played against mozambique in the african cup of nations qualification in benghazi libya the final score was libya 2 and mozambique 1,match_result
on 1985-08-25 honduras played against canada in the concacaf championship in tegucigalpa honduras the final score was honduras 0 and canada 1,match_result
on 1985-08-25 mali played against guinea in the friendly in bamako mali the final score was mali 1 and guinea 1,match_result
on 1985-08-25 morocco played against dr congo in the african cup of nations qualification in casablanca morocco the final score was morocco 1 and dr congo 0,match_result
on 1985-08-27 mexico played against bulgaria in the friendly in los angeles united states the final score was mexico 1 and bulgaria 1,match_result
on 1985-08-27 mauritius played against seychelles in the indian ocean island games in mauritius mauritius the final score was mauritius 3 and seychelles 1,match_result
on 1985-08-27 runion played against comoros in the indian ocean island games in mauritius mauritius the final score was runion 1 and comoros 0,match_result
on 1985-08-28 romania played against finland in the fifa world cup qualification in timioara romania the final score was romania 2 and finland 0,match_result
on 1985-08-28 russia played against germany in the friendly in moscow soviet union the final score was russia 1 and germany 0,match_result
on 1985-08-28 switzerland played against turkey in the friendly in st gallen switzerland the final score was switzerland 0 and turkey 0,match_result
on 1985-08-28 madagascar played against seychelles in the indian ocean island games in mauritius mauritius the final score was madagascar 1 and seychelles 0,match_result
on 1985-08-29 mauritius played against madagascar in the indian ocean island games in mauritius mauritius the final score was mauritius 3 and madagascar 1,match_result
on 1985-08-29 comoros played against maldives in the indian ocean island games in mauritius mauritius the final score was comoros 2 and maldives 2,match_result
on 1985-08-30 runion played against maldives in the indian ocean island games in mauritius mauritius the final score was runion 9 and maldives 0,match_result
on 1985-08-31 mauritius played against runion in the indian ocean island games in mauritius mauritius the final score was mauritius 4 and runion 4,match_result
on 1985-09-01 costa rica played against canada in the concacaf championship in san jos costa rica the final score was costa rica 0 and canada 0,match_result
on 1985-09-01 ghana played against ivory coast in the african cup of nations qualification in kumasi ghana the final score was ghana 0 and ivory coast 0,match_result
on 1985-09-01 senegal played against zimbabwe in the african cup of nations qualification in dakar senegal the final score was senegal 3 and zimbabwe 0,match_result
on 1985-09-03 israel played against taiwan in the fifa world cup qualification in ramat gan israel the final score was israel 6 and taiwan 0,match_result
on 1985-09-04 czechoslovakia played against poland in the friendly in brno czechoslovakia the final score was czechoslovakia 3 and poland 1,match_result
on 1985-09-04 netherlands played against bulgaria in the friendly in heerenveen netherlands the final score was netherlands 1 and bulgaria 0,match_result
on 1985-09-06 bahrain played against syria in the fifa world cup qualification in riffa bahrain the final score was bahrain 1 and syria 1,match_result
on 1985-09-08 dr congo played against morocco in the african cup of nations qualification in lubumbashi zare the final score was dr congo 0 and morocco 0,match_result
on 1985-09-08 honduras played against costa rica in the concacaf championship in tegucigalpa honduras the final score was honduras 3 and costa rica 1,match_result
on 1985-09-08 israel played against taiwan in the fifa world cup qualification in ramat gan israel the final score was israel 5 and taiwan 0,match_result
on 1985-09-10 norway played against egypt in the friendly in oslo norway the final score was norway 3 and egypt 0,match_result
on 1985-09-10 wales played against scotland in the fifa world cup qualification in cardiff wales the final score was wales 1 and scotland 1,match_result
on 1985-09-11 denmark played against sweden in the friendly in copenhagen denmark the final score was denmark 0 and sweden 3,match_result
on 1985-09-11 england played against romania in the fifa world cup qualification in london england the final score was england 1 and romania 1,match_result
on 1985-09-11 german dr played against france in the fifa world cup qualification in leipzig german dr the final score was german dr 2 and france 0,match_result
on 1985-09-11 poland played against belgium in the fifa world cup qualification in chorzw poland the final score was poland 0 and belgium 0,match_result
on 1985-09-11 switzerland played against republic of ireland in the fifa world cup qualification in bern switzerland the final score was switzerland 0 and republic of ireland 0,match_result
on 1985-09-11 turkey played against northern ireland in the fifa world cup qualification in izmir turkey the final score was turkey 0 and northern ireland 0,match_result
on 1985-09-14 canada played against honduras in the concacaf championship in st johns canada the final score was canada 2 and honduras 1,match_result
on 1985-09-15 cameroon played against saudi arabia in the friendly in yaound cameroon the final score was cameroon 4 and saudi arabia 1,match_result
on 1985-09-15 mozambique played against libya in the african cup of nations qualification in maputo mozambique the final score was mozambique 2 and libya 1,match_result
on 1985-09-16 papua new guinea played against china in the friendly in lae papua new guinea the final score was papua new guinea 1 and china 4,match_result
on 1985-09-19 papua new guinea played against china in the friendly in port moresby papua new guinea the final score was papua new guinea 1 and china 1,match_result
on 1985-09-20 mexico played against peru in the friendly in los angeles united states the final score was mexico 0 and peru 0,match_result
on 1985-09-20 syria played against bahrain in the fifa world cup qualification in damascus syria the final score was syria 1 and bahrain 0,match_result
on 1985-09-20 united arab emirates played against iraq in the fifa world cup qualification in dubai united arab emirates the final score was united arab emirates 2 and iraq 3,match_result
on 1985-09-21 new zealand played against australia in the fifa world cup qualification in auckland new zealand the final score was new zealand 0 and australia 0,match_result
on 1985-09-22 hong kong played against japan in the fifa world cup qualification in siu sai wan hong kong the final score was hong kong 1 and japan 2,match_result
on 1985-09-22 mexico played against peru in the friendly in san jose united states the final score was mexico 1 and peru 0,match_result
on 1985-09-25 czechoslovakia played against portugal in the fifa world cup qualification in prague czechoslovakia the final score was czechoslovakia 1 and portugal 0,match_result
on 1985-09-25 finland played against turkey in the fifa world cup qualification in tampere finland the final score was finland 1 and turkey 0,match_result
on 1985-09-25 italy played against norway in the friendly in lecce italy the final score was italy 1 and norway 2,match_result
on 1985-09-25 luxembourg played against bulgaria in the fifa world cup qualification in luxembourg luxembourg the final score was luxembourg 1 and bulgaria 3,match_result
on 1985-09-25 russia played against denmark in the fifa world cup qualification in moscow soviet union the final score was russia 1 and denmark 0,match_result
on 1985-09-25 spain played against iceland in the fifa world cup qualification in seville spain the final score was spain 2 and iceland 1,match_result
on 1985-09-25 sweden played against germany in the fifa world cup qualification in solna sweden the final score was sweden 2 and germany 2,match_result
on 1985-09-27 australia played against china in the friendly in brisbane australia the final score was australia 3 and china 0,match_result
on 1985-09-27 iraq played against united arab emirates in the fifa world cup qualification in taif saudi arabia the final score was iraq 1 and united arab emirates 2,match_result
on 1985-09-28 yugoslavia played against german dr in the fifa world cup qualification in belgrade yugoslavia the final score was yugoslavia 1 and german dr 2,match_result
on 1985-10-04 malawi played against uganda in the cecafa cup in bulawayo zimbabwe the final score was malawi 1 and uganda 0,match_result
on 1985-10-04 saudi arabia played against cameroon in the friendly in taif saudi arabia the final score was saudi arabia 2 and cameroon 1,match_result
on 1985-10-04 zimbabwe played against tanzania in the cecafa cup in harare zimbabwe the final score was zimbabwe 1 and tanzania 0,match_result
on 1985-10-05 new zealand played against taiwan in the fifa world cup qualification in auckland new zealand the final score was new zealand 5 and taiwan 1,match_result
on 1985-10-06 malawi played against zambia in the cecafa cup in bulawayo zimbabwe the final score was malawi 2 and zambia 2,match_result
on 1985-10-06 morocco played against libya in the fifa world cup qualification in rabat morocco the final score was morocco 3 and libya 0,match_result
on 1985-10-06 tunisia played against algeria in the fifa world cup qualification in tunis tunisia the final score was tunisia 1 and algeria 4,match_result
on 1985-10-06 zimbabwe played against kenya in the cecafa cup in harare zimbabwe the final score was zimbabwe 1 and kenya 1,match_result
on 1985-10-08 israel played against australia in the fifa world cup qualification in ramat gan israel the final score was israel 1 and australia 2,match_result
on 1985-10-08 kenya played against tanzania in the cecafa cup in harare zimbabwe the final score was kenya 3 and tanzania 2,match_result
on 1985-10-08 uganda played against zambia in the cecafa cup in bulawayo zimbabwe the final score was uganda 3 and zambia 0,match_result
on 1985-10-09 denmark played against switzerland in the fifa world cup qualification in copenhagen denmark the final score was denmark 0 and switzerland 0,match_result
on 1985-10-09 paraguay played against chile in the friendly in asuncin paraguay the final score was paraguay 0 and chile 0,match_result
on 1985-10-11 kenya played against uganda in the cecafa cup in harare zimbabwe the final score was kenya 0 and uganda 0,match_result
on 1985-10-11 libya played against mexico in the friendly in benghazi libya the final score was libya 3 and mexico 1,match_result
on 1985-10-11 zimbabwe played against malawi in the cecafa cup in bulawayo zimbabwe the final score was zimbabwe 1 and malawi 0,match_result
on 1985-10-12 new zealand played against taiwan in the fifa world cup qualification in christchurch new zealand the final score was new zealand 5 and taiwan 0,match_result
on 1985-10-12 malawi played against uganda in the cecafa cup in bulawayo zimbabwe the final score was malawi 3 and uganda 1,match_result
on 1985-10-12 portugal played against malta in the fifa world cup qualification in lisbon portugal the final score was portugal 3 and malta 2,match_result
on 1985-10-13 brunei played against malaysia in the merlion cup in kallang singapore the final score was brunei 0 and malaysia 4,match_result
on 1985-10-13 zimbabwe played against kenya in the cecafa cup in harare zimbabwe the final score was zimbabwe 2 and kenya 0,match_result
on 1985-10-15 yemen played against mexico in the friendly in sanaa yemen ar the final score was yemen 0 and mexico 2,match_result
on 1985-10-16 austria played against yugoslavia in the friendly in linz austria the final score was austria 0 and yugoslavia 3,match_result
on 1985-10-16 belgium played against netherlands in the fifa world cup qualification in brussels belgium the final score was belgium 1 and netherlands 0,match_result
on 1985-10-16 czechoslovakia played against sweden in the fifa world cup qualification in prague czechoslovakia the final score was czechoslovakia 2 and sweden 1,match_result
on 1985-10-16 england played against turkey in the fifa world cup qualification in london england the final score was england 5 and turkey 0,match_result
on 1985-10-16 germany played against portugal in the fifa world cup qualification in stuttgart germany the final score was germany 0 and portugal 1,match_result
on 1985-10-16 greece played against bulgaria in the friendly in salonica greece the final score was greece 0 and bulgaria 2,match_result
on 1985-10-16 norway played against denmark in the fifa world cup qualification in oslo norway the final score was norway 1 and denmark 5,match_result
on 1985-10-16 peru played against paraguay in the friendly in lima peru the final score was peru 0 and paraguay 1,match_result
on 1985-10-16 romania played against northern ireland in the fifa world cup qualification in bucharest romania the final score was romania 0 and northern ireland 1,match_result
on 1985-10-16 russia played against republic of ireland in the fifa world cup qualification in moscow soviet union the final score was russia 2 and republic of ireland 0,match_result
on 1985-10-16 scotland played against german dr in the friendly in glasgow scotland the final score was scotland 0 and german dr 0,match_result
on 1985-10-16 singapore played against brunei in the merlion cup in kallang singapore the final score was singapore 2 and brunei 1,match_result
on 1985-10-16 wales played against hungary in the friendly in cardiff wales the final score was wales 0 and hungary 3,match_result
on 1985-10-18 algeria played against tunisia in the fifa world cup qualification in algiers algeria the final score was algeria 3 and tunisia 0,match_result
on 1985-10-18 jordan played against mexico in the friendly in amman jordan the final score was jordan 0 and mexico 0,match_result
on 1985-10-18 libya played against morocco in the fifa world cup qualification in bin ghashir libya the final score was libya 1 and morocco 0,match_result
on 1985-10-20 australia played against israel in the fifa world cup qualification in melbourne australia the final score was australia 1 and israel 1,match_result
on 1985-10-20 egypt played against mexico in the friendly in cairo egypt the final score was egypt 2 and mexico 1,match_result
on 1985-10-20 singapore played against malaysia in the merlion cup in kallang singapore the final score was singapore 2 and malaysia 0,match_result
on 1985-10-23 australia played against taiwan in the fifa world cup qualification in adelaide australia the final score was australia 7 and taiwan 0,match_result
on 1985-10-23 singapore played against malaysia in the merlion cup in kallang singapore the final score was singapore 4 and malaysia 0,match_result
on 1985-10-25 kuwait played against mexico in the friendly in kuwait city kuwait the final score was kuwait 0 and mexico 0,match_result
on 1985-10-26 myanmar played against indonesia in the friendly in yangon burma the final score was myanmar 2 and indonesia 1,match_result
on 1985-10-26 japan played against south korea in the fifa world cup qualification in tokyo japan the final score was japan 1 and south korea 2,match_result
on 1985-10-26 new zealand played against israel in the fifa world cup qualification in auckland new zealand the final score was new zealand 3 and israel 1,match_result
on 1985-10-27 australia played against taiwan in the fifa world cup qualification in sydney australia the final score was australia 8 and taiwan 0,match_result
on 1985-10-27 chile played against peru in the fifa world cup qualification in santiago chile the final score was chile 4 and peru 2,match_result
on 1985-10-27 paraguay played against colombia in the fifa world cup qualification in asuncin paraguay the final score was paraguay 3 and colombia 0,match_result
on 1985-10-30 albania played against greece in the fifa world cup qualification in tirana albania the final score was albania 1 and greece 1,match_result
on 1985-10-30 france played against luxembourg in the fifa world cup qualification in paris france the final score was france 6 and luxembourg 0,match_result
on 1985-10-30 russia played against norway in the fifa world cup qualification in moscow soviet union the final score was russia 1 and norway 0,match_result
on 1985-11-03 australia played against new zealand in the fifa world cup qualification in sydney australia the final score was australia 2 and new zealand 0,match_result
on 1985-11-03 colombia played against paraguay in the fifa world cup qualification in cali colombia the final score was colombia 2 and paraguay 1,match_result
on 1985-11-03 south korea played against japan in the fifa world cup qualification in seoul south korea the final score was south korea 1 and japan 0,match_result
on 1985-11-03 peru played against chile in the fifa world cup qualification in lima peru the final score was peru 0 and chile 1,match_result
on 1985-11-05 anguilla played against british virgin islands in the friendly in the valley anguilla the final score was anguilla 0 and british virgin islands 1,match_result
on 1985-11-06 france played against yugoslavia in the fifa world cup qualification in paris france the final score was france 2 and yugoslavia 0,match_result
on 1985-11-08 angola played against mozambique in the friendly in luanda angola the final score was angola 0 and mozambique 0,match_result
on 1985-11-10 angola played against zimbabwe in the friendly in luanda angola the final score was angola 2 and zimbabwe 3,match_result
on 1985-11-10 israel played against new zealand in the fifa world cup qualification in ramat gan israel the final score was israel 3 and new zealand 0,match_result
on 1985-11-10 paraguay played against chile in the fifa world cup qualification in asuncin paraguay the final score was paraguay 3 and chile 0,match_result
on 1985-11-11 mozambique played against zimbabwe in the friendly in luanda angola the final score was mozambique 1 and zimbabwe 2,match_result
on 1985-11-13 england played against northern ireland in the fifa world cup qualification in london england the final score was england 0 and northern ireland 0,match_result
on 1985-11-13 republic of ireland played against denmark in the fifa world cup qualification in dublin republic of ireland the final score was republic of ireland 1 and denmark 4,match_result
on 1985-11-13 switzerland played against norway in the fifa world cup qualification in lucerne switzerland the final score was switzerland 1 and norway 1,match_result
on 1985-11-13 turkey played against romania in the fifa world cup qualification in izmir turkey the final score was turkey 1 and romania 3,match_result
on 1985-11-14 mexico played against argentina in the friendly in los angeles united states the final score was mexico 1 and argentina 1,match_result
on 1985-11-15 syria played against iraq in the fifa world cup qualification in damascus syria the final score was syria 0 and iraq 0,match_result
on 1985-11-16 german dr played against bulgaria in the fifa world cup qualification in karl-marx-stadt german dr the final score was german dr 2 and bulgaria 1,match_result
on 1985-11-16 poland played against italy in the friendly in chorzw poland the final score was poland 1 and italy 0,match_result
on 1985-11-17 chile played against paraguay in the fifa world cup qualification in santiago chile the final score was chile 2 and paraguay 2,match_result
on 1985-11-17 germany played against czechoslovakia in the fifa world cup qualification in munich germany the final score was germany 2 and czechoslovakia 2,match_result
on 1985-11-17 grenada played against dominica in the windward islands tournament in st georges grenada the final score was grenada 0 and dominica 0,match_result
on 1985-11-17 malta played against sweden in the fifa world cup qualification in attard malta the final score was malta 1 and sweden 2,match_result
on 1985-11-17 mexico played against argentina in the friendly in puebla mexico the final score was mexico 1 and argentina 1,match_result
on 1985-11-17 saint lucia played against saint vincent and the grenadines in the windward islands tournament in st georges grenada the final score was saint lucia 0 and saint vincent and the grenadines 0,match_result
on 1985-11-18 dominica played against saint vincent and the grenadines in the windward islands tournament in st georges grenada the final score was dominica 0 and saint vincent and the grenadines 0,match_result
on 1985-11-19 dr congo played against zambia in the friendly in kinshasa zare the final score was dr congo 0 and zambia 1,match_result
on 1985-11-19 egypt played against ivory coast in the friendly in kinshasa zare the final score was egypt 0 and ivory coast 1,match_result
on 1985-11-20 netherlands played against belgium in the fifa world cup qualification in rotterdam netherlands the final score was netherlands 2 and belgium 1,match_result
on 1985-11-20 scotland played against australia in the fifa world cup qualification in glasgow scotland the final score was scotland 2 and australia 0,match_result
on 1985-11-20 spain played against austria in the friendly in zaragoza spain the final score was spain 0 and austria 0,match_result
on 1985-11-21 dr congo played against egypt in the friendly in kinshasa zare the final score was dr congo 3 and egypt 2,match_result
on 1985-11-21 ivory coast played against zambia in the friendly in kinshasa zare the final score was ivory coast 0 and zambia 1,match_result
on 1985-11-23 egypt played against zambia in the friendly in kinshasa zare the final score was egypt 1 and zambia 0,match_result
on 1985-11-24 dr congo played against ivory coast in the friendly in kinshasa zare the final score was dr congo 1 and ivory coast 2,match_result
on 1985-11-24 saint kitts and nevis played against dominica in the friendly in basseterre saint kitts and nevis the final score was saint kitts and nevis 2 and dominica 1,match_result
on 1985-11-27 congo played against ivory coast in the friendly in kinshasa zare the final score was congo 2 and ivory coast 1,match_result
on 1985-11-29 congo played against ivory coast in the friendly in kinshasa zare the final score was congo 0 and ivory coast 1,match_result
on 1985-11-29 iraq played against syria in the fifa world cup qualification in taif saudi arabia the final score was iraq 3 and syria 1,match_result
on 1985-12-01 dominica played against saint kitts and nevis in the friendly in roseau dominica the final score was dominica 0 and saint kitts and nevis 1,match_result
on 1985-12-03 mexico played against south korea in the friendly in los angeles united states the final score was mexico 2 and south korea 1,match_result
on 1985-12-04 australia played against scotland in the fifa world cup qualification in melbourne australia the final score was australia 0 and scotland 0,match_result
on 1985-12-07 gabon played against congo in the udeac cup in libreville gabon the final score was gabon 1 and congo 0,match_result
on 1985-12-07 mexico played against algeria in the friendly in mexico city mexico the final score was mexico 2 and algeria 0,match_result
on 1985-12-08 cameroon played against equatorial guinea in the udeac cup in libreville gabon the final score was cameroon 2 and equatorial guinea 0,match_result
on 1985-12-08 tunisia played against poland in the friendly in tunis tunisia the final score was tunisia 1 and poland 0,match_result
on 1985-12-08 thailand played against malaysia in the southeast asian games in bangkok thailand the final score was thailand 1 and malaysia 1,match_result
on 1985-12-09 central african republic played against congo in the udeac cup in libreville gabon the final score was central african republic 1 and congo 4,match_result
on 1985-12-09 hungary played against south korea in the friendly in irapuato mexico the final score was hungary 1 and south korea 0,match_result
on 1985-12-09 indonesia played against singapore in the southeast asian games in bangkok thailand the final score was indonesia 0 and singapore 1,match_result
on 1985-12-10 chad played against equatorial guinea in the udeac cup in libreville gabon the final score was chad 1 and equatorial guinea 1,match_result
on 1985-12-10 mexico played against south korea in the friendly in guadalajara mexico the final score was mexico 2 and south korea 1,match_result
on 1985-12-10 malaysia played against philippines in the southeast asian games in bangkok thailand the final score was malaysia 6 and philippines 0,match_result
on 1985-12-11 algeria played against hungary in the friendly in monterrey mexico the final score was algeria 1 and hungary 3,match_result
on 1985-12-11 gabon played against central african republic in the udeac cup in libreville gabon the final score was gabon 4 and central african republic 0,match_result
on 1985-12-11 turkey played against poland in the friendly in adana turkey the final score was turkey 1 and poland 1,match_result
on 1985-12-11 brunei played against indonesia in the southeast asian games in bangkok thailand the final score was brunei 1 and indonesia 1,match_result
on 1985-12-12 chad played against cameroon in the udeac cup in libreville gabon the final score was chad 2 and cameroon 2,match_result
on 1985-12-12 thailand played against philippines in the southeast asian games in bangkok thailand the final score was thailand 7 and philippines 0,match_result
on 1985-12-13 algeria played against south korea in the friendly in nezahualcyotl mexico the final score was algeria 0 and south korea 2,match_result
on 1985-12-13 singapore played against brunei in the southeast asian games in bangkok thailand the final score was singapore 3 and brunei 0,match_result
on 1985-12-14 gabon played against chad in the udeac cup in libreville gabon the final score was gabon 3 and chad 0,match_result
on 1985-12-14 mexico played against hungary in the friendly in toluca mexico the final score was mexico 2 and hungary 0,match_result
on 1985-12-15 congo played against cameroon in the udeac cup in libreville gabon the final score was congo 1 and cameroon 0,match_result
on 1985-12-15 gambia played against guinea in the friendly in bakau gambia the final score was gambia 0 and guinea 0,match_result
on 1985-12-15 singapore played against malaysia in the southeast asian games in bangkok thailand the final score was singapore 2 and malaysia 2,match_result
on 1985-12-15 thailand played against indonesia in the southeast asian games in bangkok thailand the final score was thailand 7 and indonesia 0,match_result
on 1985-12-16 malaysia played against indonesia in the southeast asian games in bangkok thailand the final score was malaysia 1 and indonesia 0,match_result
on 1985-12-18 chad played against cameroon in the udeac cup in libreville gabon the final score was chad 1 and cameroon 2,match_result
on 1985-12-18 spain played against bulgaria in the friendly in valencia spain the final score was spain 2 and bulgaria 0,match_result
on 1985-12-18 thailand played against singapore in the southeast asian games in bangkok thailand the final score was thailand 2 and singapore 0,match_result
on 1985-12-19 gabon played against congo in the udeac cup in libreville gabon the final score was gabon 3 and congo 0,match_result
on 1985-12-21 bangladesh played against pakistan in the south asian games in dhaka bangladesh the final score was bangladesh 2 and pakistan 1,match_result
on 1985-12-21 india played against nepal in the south asian games in dhaka bangladesh the final score was india 2 and nepal 0,match_result
on 1985-12-22 pakistan played against maldives in the south asian games in dhaka bangladesh the final score was pakistan 3 and maldives 1,match_result
on 1985-12-22 nepal played against bhutan in the south asian games in dhaka bangladesh the final score was nepal 1 and bhutan 0,match_result
on 1985-12-23 bangladesh played against maldives in the south asian games in dhaka bangladesh the final score was bangladesh 8 and maldives 0,match_result
on 1985-12-23 india played against bhutan in the south asian games in dhaka bangladesh the final score was india 3 and bhutan 0,match_result
on 1985-12-25 senegal played against guinea in the friendly in dakar senegal the final score was senegal 3 and guinea 1,match_result
on 1985-12-25 pakistan played against nepal in the south asian games in dhaka bangladesh the final score was pakistan 2 and nepal 2,match_result
on 1985-12-25 bangladesh played against india in the south asian games in dhaka bangladesh the final score was bangladesh 1 and india 1,match_result
on 1985-12-27 ivory coast played against guinea in the friendly in dakar senegal the final score was ivory coast 1 and guinea 0,match_result
on 1985-12-29 senegal played against ivory coast in the friendly in dakar senegal the final score was senegal 2 and ivory coast 0,match_result
on 1986-01-03 qatar played against china in the friendly in doha qatar the final score was qatar 1 and china 1,match_result
on 1986-01-17 qatar played against greece in the friendly in doha qatar the final score was qatar 0 and greece 1,match_result
on 1986-01-22 gabon played against senegal in the friendly in libreville gabon the final score was gabon 0 and senegal 1,match_result
on 1986-01-22 portugal played against finland in the friendly in leiria portugal the final score was portugal 1 and finland 1,match_result
on 1986-01-22 spain played against russia in the friendly in las palmas spain the final score was spain 2 and russia 0,match_result
on 1986-01-24 qatar played against tunisia in the friendly in doha qatar the final score was qatar 2 and tunisia 1,match_result
on 1986-01-25 india played against china in the nehru cup in thiruvananthapuram india the final score was india 0 and china 0,match_result
on 1986-01-27 oman played against tunisia in the friendly in muscat oman the final score was oman 0 and tunisia 0,match_result
on 1986-01-28 china played against peru in the nehru cup in thiruvananthapuram india the final score was china 3 and peru 1,match_result
on 1986-01-28 israel played against scotland in the friendly in ramat gan israel the final score was israel 0 and scotland 1,match_result
on 1986-01-29 canada played against paraguay in the friendly in vancouver canada the final score was canada 0 and paraguay 0,match_result
on 1986-01-29 egypt played against england in the friendly in cairo egypt the final score was egypt 0 and england 4,match_result
on 1986-01-30 india played against peru in the nehru cup in thiruvananthapuram india the final score was india 0 and peru 1,match_result
on 1986-02-01 senegal played against guinea in the amlcar cabral cup in dakar senegal the final score was senegal 2 and guinea 1,match_result
on 1986-02-02 canada played against uruguay in the miami cup in miami united states the final score was canada 1 and uruguay 3,match_result
on 1986-02-02 gambia played against guinea-bissau in the amlcar cabral cup in dakar senegal the final score was gambia 3 and guinea-bissau 0,match_result
on 1986-02-02 mauritania played against sierra leone in the amlcar cabral cup in dakar senegal the final score was mauritania 0 and sierra leone 1,match_result
on 1986-02-02 qatar played against hungary in the friendly in doha qatar the final score was qatar 0 and hungary 3,match_result
on 1986-02-03 guinea played against mali in the amlcar cabral cup in dakar senegal the final score was guinea 1 and mali 1,match_result
on 1986-02-04 gambia played against sierra leone in the amlcar cabral cup in dakar senegal the final score was gambia 1 and sierra leone 2,match_result
on 1986-02-04 guinea-bissau played against mauritania in the amlcar cabral cup in dakar senegal the final score was guinea-bissau 1 and mauritania 0,match_result
on 1986-02-05 italy played against germany in the friendly in avellino italy the final score was italy 1 and germany 2,match_result
on 1986-02-05 jamaica played against paraguay in the miami cup in miami united states the final score was jamaica 1 and paraguay 4,match_result
on 1986-02-05 portugal played against luxembourg in the friendly in portimo portugal the final score was portugal 2 and luxembourg 0,match_result
on 1986-02-05 senegal played against mali in the amlcar cabral cup in dakar senegal the final score was senegal 1 and mali 0,match_result
on 1986-02-06 gambia played against mauritania in the amlcar cabral cup in dakar senegal the final score was gambia 3 and mauritania 1,match_result
on 1986-02-06 guinea-bissau played against sierra leone in the amlcar cabral cup in dakar senegal the final score was guinea-bissau 2 and sierra leone 3,match_result
on 1986-02-08 guinea played against sierra leone in the amlcar cabral cup in dakar senegal the final score was guinea 1 and sierra leone 2,match_result
on 1986-02-08 senegal played against gambia in the amlcar cabral cup in dakar senegal the final score was senegal 1 and gambia 0,match_result
on 1986-02-09 bulgaria played against german dr in the friendly in quertaro mexico the final score was bulgaria 1 and german dr 2,match_result
on 1986-02-10 senegal played against sierra leone in the amlcar cabral cup in dakar senegal the final score was senegal 3 and sierra leone 1,match_result
on 1986-02-14 south korea played against paraguay in the lunar new year cup in so kon po hong kong the final score was south korea 1 and paraguay 3,match_result
on 1986-02-15 mexico played against german dr in the friendly in san jose united states the final score was mexico 1 and german dr 2,match_result
on 1986-02-15 zambia played against botswana in the friendly in ndola zambia the final score was zambia 6 and botswana 0,match_result
on 1986-02-16 indonesia played against paraguay in the friendly in jakarta indonesia the final score was indonesia 2 and paraguay 3,match_result
on 1986-02-16 iran played against pakistan in the friendly in tehran iran the final score was iran 2 and pakistan 0,match_result
